Timestamp,Weather,Events,Traffic Volume
2023-01-01 00:00:00,Cloudy,False,803.0
2023-01-01 01:00:00,Clear,False,861.0
2023-01-01 02:00:00,Clear,False,582.0
2023-01-01 03:00:00,Cloudy,False,236.0
2023-01-01 04:00:00,Cloudy,False,569.0
2023-01-01 05:00:00,Clear,False,867.0
2023-01-01 06:00:00,Rain,True,3713.0
2023-01-01 07:00:00,Cloudy,False,806.0
2023-01-01 08:00:00,Clear,True,4234.0
2023-01-01 09:00:00,Cloudy,False,1062.0
2023-01-01 10:00:00,Rain,False,857.0
2023-01-01 11:00:00,Cloudy,False,587.0
2023-01-01 12:00:00,Clear,False,923.0
2023-01-01 13:00:00,Cloudy,True,2953.0
2023-01-01 14:00:00,Cloudy,False,643.0
2023-01-01 15:00:00,Clear,False,1055.0
2023-01-01 16:00:00,Clear,False,1312.0
2023-01-01 17:00:00,Clear,False,828.0
2023-01-01 18:00:00,Clear,False,1059.0
2023-01-01 19:00:00,Rain,False,1293.0
2023-01-01 20:00:00,Clear,False,930.0
2023-01-01 21:00:00,Clear,False,845.0
2023-01-01 22:00:00,Cloudy,True,1829.0
2023-01-01 23:00:00,Clear,False,900.0
2023-01-02 00:00:00,Clear,False,744.0
2023-01-02 01:00:00,Clear,False,940.0
2023-01-02 02:00:00,Clear,False,756.0
2023-01-02 03:00:00,Rain,False,800.0
2023-01-02 04:00:00,Cloudy,False,999.0
2023-01-02 05:00:00,Clear,False,952.0
2023-01-02 06:00:00,Clear,False,531.0
2023-01-02 07:00:00,Rain,False,1015.0
2023-01-02 08:00:00,Cloudy,False,1866.0
2023-01-02 09:00:00,Cloudy,False,1152.0
2023-01-02 10:00:00,Clear,False,1330.0
2023-01-02 11:00:00,Clear,False,1309.0
2023-01-02 12:00:00,Clear,False,922.0
2023-01-02 13:00:00,Clear,False,1523.0
2023-01-02 14:00:00,Clear,False,1655.0
2023-01-02 15:00:00,Cloudy,False,1292.0
2023-01-02 16:00:00,Cloudy,False,918.0
2023-01-02 17:00:00,Clear,True,4288.0
2023-01-02 18:00:00,Rain,False,1160.0
2023-01-02 19:00:00,Cloudy,False,915.0
2023-01-02 20:00:00,Clear,True,3199.0
2023-01-02 21:00:00,Cloudy,False,748.0
2023-01-02 22:00:00,Clear,False,773.0
2023-01-02 23:00:00,Clear,False,808.0
2023-01-03 00:00:00,Clear,True,2676.0
2023-01-03 01:00:00,Clear,False,765.0
2023-01-03 02:00:00,Cloudy,False,464.0
2023-01-03 03:00:00,Clear,False,685.0
2023-01-03 04:00:00,Rain,False,1180.0
2023-01-03 05:00:00,Cloudy,True,1395.0
2023-01-03 06:00:00,Cloudy,False,1130.0
2023-01-03 07:00:00,Cloudy,False,1431.0
2023-01-03 08:00:00,Clear,False,1160.0
2023-01-03 09:00:00,Clear,False,1690.0
2023-01-03 10:00:00,Cloudy,True,4385.0
2023-01-03 11:00:00,Cloudy,False,1220.0
2023-01-03 12:00:00,Clear,False,1315.0
2023-01-03 13:00:00,Clear,True,2495.0
2023-01-03 14:00:00,Clear,False,1274.0
2023-01-03 15:00:00,Clear,False,1253.0
2023-01-03 16:00:00,Snow,False,1364.0
2023-01-03 17:00:00,Cloudy,False,759.0
2023-01-03 18:00:00,Cloudy,False,872.0
2023-01-03 19:00:00,Clear,False,885.0
2023-01-03 20:00:00,Rain,False,927.0
2023-01-03 21:00:00,Cloudy,False,847.0
2023-01-03 22:00:00,Clear,True,2709.0
2023-01-03 23:00:00,Clear,False,903.0
2023-01-04 00:00:00,Clear,False,819.0
2023-01-04 01:00:00,Cloudy,False,956.0
2023-01-04 02:00:00,Clear,True,1781.0
2023-01-04 03:00:00,Clear,False,734.0
2023-01-04 04:00:00,Cloudy,False,955.0
2023-01-04 05:00:00,Cloudy,False,1279.0
2023-01-04 06:00:00,Cloudy,False,1070.0
2023-01-04 07:00:00,Clear,False,1079.0
2023-01-04 08:00:00,Clear,False,1382.0
2023-01-04 09:00:00,Cloudy,False,1760.0
2023-01-04 10:00:00,Rain,True,2284.0
2023-01-04 11:00:00,Cloudy,False,1128.0
2023-01-04 12:00:00,Clear,False,1225.0
2023-01-04 13:00:00,Clear,False,858.0
2023-01-04 14:00:00,Clear,False,1463.0
2023-01-04 15:00:00,Clear,False,1407.0
2023-01-04 16:00:00,Clear,True,1694.0
2023-01-04 17:00:00,Rain,False,995.0
2023-01-04 18:00:00,Cloudy,False,892.0
2023-01-04 19:00:00,Cloudy,False,198.0
2023-01-04 20:00:00,Cloudy,False,687.0
2023-01-04 21:00:00,Cloudy,False,582.0
2023-01-04 22:00:00,Clear,False,831.0
2023-01-04 23:00:00,Clear,False,801.0
2023-01-05 00:00:00,Cloudy,False,785.0
2023-01-05 01:00:00,Clear,False,729.0
2023-01-05 02:00:00,Clear,False,775.0
2023-01-05 03:00:00,Cloudy,False,1004.0
2023-01-05 04:00:00,Clear,False,823.0
2023-01-05 05:00:00,Clear,False,1052.0
2023-01-05 06:00:00,Clear,False,1226.0
2023-01-05 07:00:00,Clear,True,2487.0
2023-01-05 08:00:00,Cloudy,False,685.0
2023-01-05 09:00:00,Clear,False,972.0
2023-01-05 10:00:00,Clear,False,1364.0
2023-01-05 11:00:00,Clear,False,1831.0
2023-01-05 12:00:00,Cloudy,False,1737.0
2023-01-05 13:00:00,Clear,True,3350.0
2023-01-05 14:00:00,Clear,False,1024.0
2023-01-05 15:00:00,Clear,True,4765.0
2023-01-05 16:00:00,Clear,False,1392.0
2023-01-05 17:00:00,Cloudy,False,824.0
2023-01-05 18:00:00,Rain,False,733.0
2023-01-05 19:00:00,Clear,False,658.0
2023-01-05 20:00:00,Clear,False,1116.0
2023-01-05 21:00:00,Clear,False,931.0
2023-01-05 22:00:00,Clear,False,852.0
2023-01-05 23:00:00,Clear,False,589.0
2023-01-06 00:00:00,Cloudy,False,412.0
2023-01-06 01:00:00,Clear,False,572.0
2023-01-06 02:00:00,Clear,False,869.0
2023-01-06 03:00:00,Clear,False,1181.0
2023-01-06 04:00:00,Clear,True,785.0
2023-01-06 05:00:00,Clear,False,878.0
2023-01-06 06:00:00,Cloudy,False,604.0
2023-01-06 07:00:00,Clear,True,2014.0
2023-01-06 08:00:00,Clear,False,1360.0
2023-01-06 09:00:00,Clear,False,1371.0
2023-01-06 10:00:00,Cloudy,True,3196.0
2023-01-06 11:00:00,Clear,False,1315.0
2023-01-06 12:00:00,Cloudy,True,1801.0
2023-01-06 13:00:00,Clear,False,1169.0
2023-01-06 14:00:00,Clear,False,1987.0
2023-01-06 15:00:00,Clear,False,1327.0
2023-01-06 16:00:00,Clear,False,1054.0
2023-01-06 17:00:00,Clear,False,815.0
2023-01-06 18:00:00,Cloudy,False,974.0
2023-01-06 19:00:00,Cloudy,False,1225.0
2023-01-06 20:00:00,Clear,False,999.0
2023-01-06 21:00:00,Clear,False,732.0
2023-01-06 22:00:00,Clear,False,738.0
2023-01-06 23:00:00,Clear,False,1157.0
2023-01-07 00:00:00,Clear,False,1061.0
2023-01-07 01:00:00,Clear,False,1048.0
2023-01-07 02:00:00,Clear,False,628.0
2023-01-07 03:00:00,Clear,False,979.0
2023-01-07 04:00:00,Clear,False,706.0
2023-01-07 05:00:00,Clear,False,989.0
2023-01-07 06:00:00,Rain,False,894.0
2023-01-07 07:00:00,Clear,False,883.0
2023-01-07 08:00:00,Clear,False,595.0
2023-01-07 09:00:00,Cloudy,False,802.0
2023-01-07 10:00:00,Cloudy,False,878.0
2023-01-07 11:00:00,Clear,False,603.0
2023-01-07 12:00:00,Clear,False,758.0
2023-01-07 13:00:00,Clear,True,2660.0
2023-01-07 14:00:00,Clear,False,772.0
2023-01-07 15:00:00,Clear,False,929.0
2023-01-07 16:00:00,Clear,False,1246.0
2023-01-07 17:00:00,Clear,False,1418.0
2023-01-07 18:00:00,Clear,False,1049.0
2023-01-07 19:00:00,Clear,False,1097.0
2023-01-07 20:00:00,Clear,False,1363.0
2023-01-07 21:00:00,Clear,False,878.0
2023-01-07 22:00:00,Clear,False,900.0
2023-01-07 23:00:00,Clear,False,824.0
2023-01-08 00:00:00,Rain,False,944.0
2023-01-08 01:00:00,Rain,False,1233.0
2023-01-08 02:00:00,Cloudy,False,1203.0
2023-01-08 03:00:00,Cloudy,False,709.0
2023-01-08 04:00:00,Cloudy,False,1048.0
2023-01-08 05:00:00,Clear,False,647.0
2023-01-08 06:00:00,Clear,False,708.0
2023-01-08 07:00:00,Clear,False,970.0
2023-01-08 08:00:00,Cloudy,False,891.0
2023-01-08 09:00:00,Clear,False,919.0
2023-01-08 10:00:00,Clear,False,608.0
2023-01-08 11:00:00,Clear,False,1016.0
2023-01-08 12:00:00,Cloudy,False,1253.0
2023-01-08 13:00:00,Clear,False,1328.0
2023-01-08 14:00:00,Clear,False,542.0
2023-01-08 15:00:00,Clear,False,848.0
2023-01-08 16:00:00,Clear,False,1036.0
2023-01-08 17:00:00,Clear,False,726.0
2023-01-08 18:00:00,Clear,False,995.0
2023-01-08 19:00:00,Cloudy,False,1276.0
2023-01-08 20:00:00,Clear,False,1097.0
2023-01-08 21:00:00,Clear,True,4883.0
2023-01-08 22:00:00,Clear,False,1074.0
2023-01-08 23:00:00,Clear,False,754.0
2023-01-09 00:00:00,Clear,False,993.0
2023-01-09 01:00:00,Cloudy,False,647.0
2023-01-09 02:00:00,Clear,False,545.0
2023-01-09 03:00:00,Cloudy,False,1054.0
2023-01-09 04:00:00,Snow,False,511.0
2023-01-09 05:00:00,Clear,False,698.0
2023-01-09 06:00:00,Clear,False,755.0
2023-01-09 07:00:00,Clear,False,1207.0
2023-01-09 08:00:00,Clear,False,1526.0
2023-01-09 09:00:00,Cloudy,False,1014.0
2023-01-09 10:00:00,Rain,False,1177.0
2023-01-09 11:00:00,Cloudy,False,1045.0
2023-01-09 12:00:00,Rain,False,1299.0
2023-01-09 13:00:00,Rain,False,1436.0
2023-01-09 14:00:00,Cloudy,False,1401.0
2023-01-09 15:00:00,Clear,False,1328.0
2023-01-09 16:00:00,Clear,False,1297.0
2023-01-09 17:00:00,Cloudy,False,757.0
2023-01-09 18:00:00,Cloudy,False,1255.0
2023-01-09 19:00:00,Clear,False,1019.0
2023-01-09 20:00:00,Cloudy,False,584.0
2023-01-09 21:00:00,Rain,True,3113.0
2023-01-09 22:00:00,Cloudy,False,615.0
2023-01-09 23:00:00,Clear,False,568.0
2023-01-10 00:00:00,Clear,False,747.0
2023-01-10 01:00:00,Clear,False,839.0
2023-01-10 02:00:00,Cloudy,False,494.0
2023-01-10 03:00:00,Clear,False,690.0
2023-01-10 04:00:00,Cloudy,False,993.0
2023-01-10 05:00:00,Clear,False,584.0
